Product code;Language;Quantity;Combination
"	-2,39538E+11";fr;2662;
"	-2,39778E+11";fr;2679;
"	-2,40017E+11";fr;2680;test import prices ans stocks: option 1
"	-2,40257E+11";fr;2681;test import prices ans stocks: option 2
"	-2,40496E+11";fr;2682;test import prices ans stocks: option 3
"	-2,40736E+11";fr;2683;test import prices ans stocks: option 4
"	-2,40975E+11";fr;2684;test import prices ans stocks: option 5
"	-2,41215E+11";fr;2685;test import prices ans stocks: option 6
"	-2,41454E+11";fr;2686;test import prices ans stocks: option 7
"	-2,41694E+11";fr;2687;test import prices ans stocks: option 8
"	-2,41933E+11";fr;2688;
"	-2,42173E+11";fr;2705;
"	-2,42412E+11";fr;2706;test import prices ans stocks: option 1
"	-2,42652E+11";fr;2707;test import prices ans stocks: option 2
"	-2,42891E+11";fr;2708;test import prices ans stocks: option 3
"	-2,43131E+11";fr;2709;test import prices ans stocks: option 4
"	-2,4337E+11";fr;2710;test import prices ans stocks: option 5
"	-2,4361E+11";fr;2711;test import prices ans stocks: option 6
"	-2,43849E+11";fr;2712;test import prices ans stocks: option 7
"	-2,44089E+11";fr;2713;test import prices ans stocks: option 8
"	-2,44328E+11";fr;2714;
"	-2,44568E+11";fr;2731;
"	-2,44807E+11";fr;2732;test import prices ans stocks: option 1
"	-2,45047E+11";fr;2733;test import prices ans stocks: option 2
"	-2,45286E+11";fr;2734;test import prices ans stocks: option 3
"	-2,45526E+11";fr;2735;test import prices ans stocks: option 4
"	-2,45765E+11";fr;2736;test import prices ans stocks: option 5
"	-2,46005E+11";fr;2737;test import prices ans stocks: option 6
"	-2,46244E+11";fr;2738;test import prices ans stocks: option 7
"	-2,46484E+11";fr;2739;test import prices ans stocks: option 8
"	-2,46723E+11";fr;2740;
"	-2,46963E+11";fr;2757;
"	-2,47202E+11";fr;2758;test import prices ans stocks: option 1
"	-2,47442E+11";fr;2759;test import prices ans stocks: option 2
"	-2,47681E+11";fr;2760;test import prices ans stocks: option 3
"	-2,47921E+11";fr;2761;test import prices ans stocks: option 4
"	-2,4816E+11";fr;2762;test import prices ans stocks: option 5
"	-2,484E+11";fr;2763;test import prices ans stocks: option 6
"	-2,48639E+11";fr;2764;test import prices ans stocks: option 7
"	-2,48879E+11";fr;2765;test import prices ans stocks: option 8
"	-2,49118E+11";fr;2766;
"	-2,49358E+11";fr;2783;
"	-2,49597E+11";fr;2784;test import prices ans stocks: option 1
"	-2,49837E+11";fr;2785;test import prices ans stocks: option 2
"	-2,50076E+11";fr;2786;test import prices ans stocks: option 3
"	-2,50316E+11";fr;2787;test import prices ans stocks: option 4
"	-2,50555E+11";fr;2788;test import prices ans stocks: option 5
"	-2,50795E+11";fr;2789;test import prices ans stocks: option 6
"	-2,51034E+11";fr;2790;test import prices ans stocks: option 7
"	-2,51274E+11";fr;2791;test import prices ans stocks: option 8
"	-2,51513E+11";fr;2792;
"	-2,51753E+11";fr;2809;
"	-2,51992E+11";fr;2810;test import prices ans stocks: option 1
"	-2,52232E+11";fr;2811;test import prices ans stocks: option 2
"	-2,52471E+11";fr;2812;test import prices ans stocks: option 3
"	-2,52711E+11";fr;2813;test import prices ans stocks: option 4
"	-2,5295E+11";fr;2814;test import prices ans stocks: option 5
"	-2,5319E+11";fr;2815;test import prices ans stocks: option 6
"	-2,53429E+11";fr;2816;test import prices ans stocks: option 7
"	-2,53669E+11";fr;2817;test import prices ans stocks: option 8
"	-2,53908E+11";fr;2818;
"	-2,54148E+11";fr;2835;
"	-2,54387E+11";fr;2836;test import prices ans stocks: option 1
"	-2,54627E+11";fr;2837;test import prices ans stocks: option 2
"	-2,55106E+11";fr;2839;test import prices ans stocks: option 4
"	-2,54866E+11";fr;2838;test import prices ans stocks: option 3
"	-2,55345E+11";fr;2840;test import prices ans stocks: option 5
"	-2,55585E+11";fr;2841;test import prices ans stocks: option 6
"	-2,55824E+11";fr;2842;test import prices ans stocks: option 7
"	-2,56064E+11";fr;2843;test import prices ans stocks: option 8
"	-2,56303E+11";fr;2844;
"	-2,56543E+11";fr;2861;
"	-2,56782E+11";fr;2862;test import prices ans stocks: option 1
"	-2,57022E+11";fr;2863;test import prices ans stocks: option 2
"	-2,57261E+11";fr;2864;test import prices ans stocks: option 3
"	-2,57501E+11";fr;2865;test import prices ans stocks: option 4
"	-2,5774E+11";fr;2866;test import prices ans stocks: option 5
"	-2,5798E+11";fr;2867;test import prices ans stocks: option 6
"	-2,58219E+11";fr;2868;test import prices ans stocks: option 7
"	-2,58459E+11";fr;2869;test import prices ans stocks: option 8
"	-2,58698E+11";fr;2870;
"	-2,58938E+11";fr;2887;
"	-2,59177E+11";fr;2888;test import prices ans stocks: option 1
"	-2,59417E+11";fr;2889;test import prices ans stocks: option 2
"	-2,59656E+11";fr;2890;test import prices ans stocks: option 3
"	-2,59896E+11";fr;2891;test import prices ans stocks: option 4
"	-2,60135E+11";fr;2892;test import prices ans stocks: option 5
"	-2,60375E+11";fr;2893;test import prices ans stocks: option 6
"	-2,60614E+11";fr;2894;test import prices ans stocks: option 7
"	-2,60854E+11";fr;2895;test import prices ans stocks: option 8
"	-2,61093E+11";fr;2896;
"	-2,61333E+11";fr;2913;
"	-2,61572E+11";fr;2914;test import prices ans stocks: option 1
"	-2,61812E+11";fr;2915;test import prices ans stocks: option 2
"	-2,62051E+11";fr;2916;test import prices ans stocks: option 3
"	-2,62291E+11";fr;2917;test import prices ans stocks: option 4
"	-2,6253E+11";fr;2918;test import prices ans stocks: option 5
"	-2,6277E+11";fr;2919;test import prices ans stocks: option 6
"	-2,63009E+11";fr;2920;test import prices ans stocks: option 7
"	-2,63249E+11";fr;2921;test import prices ans stocks: option 8
"	-2,63488E+11";fr;2922;
"	-2,63728E+11";fr;2939;
"	-2,63967E+11";fr;2940;test import prices ans stocks: option 1
"	-2,64207E+11";fr;2941;test import prices ans stocks: option 2
"	-2,64446E+11";fr;2942;test import prices ans stocks: option 3
"	-2,64686E+11";fr;2943;test import prices ans stocks: option 4
"	-2,64925E+11";fr;2944;test import prices ans stocks: option 5
"	-2,65165E+11";fr;2945;test import prices ans stocks: option 6
"	-2,65404E+11";fr;2946;test import prices ans stocks: option 7
"	-2,65644E+11";fr;2947;test import prices ans stocks: option 8
"	-2,65883E+11";fr;2948;
"	-2,66123E+11";fr;2965;
"	-2,66362E+11";fr;2966;test import prices ans stocks: option 1
"	-2,66602E+11";fr;2967;test import prices ans stocks: option 2
"	-2,66841E+11";fr;2968;test import prices ans stocks: option 3
"	-2,67081E+11";fr;2969;test import prices ans stocks: option 4
"	-2,6732E+11";fr;2970;test import prices ans stocks: option 5
"	-2,6756E+11";fr;2971;test import prices ans stocks: option 6
"	-2,67799E+11";fr;2972;test import prices ans stocks: option 7
"	-2,68039E+11";fr;2973;test import prices ans stocks: option 8
"	-2,68278E+11";fr;2974;
"	-2,68518E+11";fr;2991;
"	-2,68757E+11";fr;2992;test import prices ans stocks: option 1
"	-2,68997E+11";fr;2993;test import prices ans stocks: option 2
"	-2,69236E+11";fr;2994;test import prices ans stocks: option 3
"	-2,69476E+11";fr;2995;test import prices ans stocks: option 4
"	-2,69715E+11";fr;2996;test import prices ans stocks: option 5
"	-2,69955E+11";fr;2997;test import prices ans stocks: option 6
"	-2,70194E+11";fr;2998;test import prices ans stocks: option 7
"	-2,70434E+11";fr;2999;test import prices ans stocks: option 8
"	-2,70673E+11";fr;3000;
"	-2,70913E+11";fr;3017;
"	-2,71152E+11";fr;3018;test import prices ans stocks: option 1
"	-2,71392E+11";fr;3019;test import prices ans stocks: option 2
"	-2,71631E+11";fr;3020;test import prices ans stocks: option 3
"	-2,71871E+11";fr;3021;test import prices ans stocks: option 4
"	-2,7211E+11";fr;3022;test import prices ans stocks: option 5
"	-2,7235E+11";fr;3023;test import prices ans stocks: option 6
"	-2,72589E+11";fr;3024;test import prices ans stocks: option 7
"	-2,72829E+11";fr;3025;test import prices ans stocks: option 8
"	-2,73068E+11";fr;3026;
"	-2,73308E+11";fr;3043;
"	-2,73547E+11";fr;3044;test import prices ans stocks: option 1
"	-2,73787E+11";fr;3045;test import prices ans stocks: option 2
"	-2,74026E+11";fr;3046;test import prices ans stocks: option 3
"	-2,74266E+11";fr;3047;test import prices ans stocks: option 4
"	-2,74505E+11";fr;3048;test import prices ans stocks: option 5
"	-2,74745E+11";fr;3049;test import prices ans stocks: option 6
"	-2,74984E+11";fr;3050;test import prices ans stocks: option 7
"	-2,75224E+11";fr;3051;test import prices ans stocks: option 8
"	-2,75463E+11";fr;3052;
"	-2,75703E+11";fr;3069;
"	-2,75942E+11";fr;3070;test import prices ans stocks: option 1
"	-2,76182E+11";fr;3071;test import prices ans stocks: option 2
"	-2,76421E+11";fr;3072;test import prices ans stocks: option 3
"	-2,76661E+11";fr;3073;test import prices ans stocks: option 4
"	-2,769E+11";fr;3074;test import prices ans stocks: option 5
"	-2,7714E+11";fr;3075;test import prices ans stocks: option 6
"	-2,77379E+11";fr;3076;test import prices ans stocks: option 7
"	-2,77619E+11";fr;3077;test import prices ans stocks: option 8
"	-2,77858E+11";fr;3078;
"	-2,78098E+11";fr;3095;
"	-2,78337E+11";fr;3096;test import prices ans stocks: option 1
"	-2,78577E+11";fr;3097;test import prices ans stocks: option 2
"	-2,78816E+11";fr;3098;test import prices ans stocks: option 3
"	-2,79056E+11";fr;3099;test import prices ans stocks: option 4
"	-2,79295E+11";fr;3100;test import prices ans stocks: option 5
"	-2,79535E+11";fr;3101;test import prices ans stocks: option 6
"	-2,79774E+11";fr;3102;test import prices ans stocks: option 7
"	-2,80014E+11";fr;3103;test import prices ans stocks: option 8
"	-2,80253E+11";fr;3104;
"	-2,80493E+11";fr;3121;
"	-2,80732E+11";fr;3122;test import prices ans stocks: option 1
"	-2,80972E+11";fr;3123;test import prices ans stocks: option 2
"	-2,81211E+11";fr;3124;test import prices ans stocks: option 3
"	-2,81451E+11";fr;3125;test import prices ans stocks: option 4
"	-2,8169E+11";fr;3126;test import prices ans stocks: option 5
"	-2,8193E+11";fr;3127;test import prices ans stocks: option 6
"	-2,82169E+11";fr;3128;test import prices ans stocks: option 7
"	-2,82409E+11";fr;3129;test import prices ans stocks: option 8
"	-2,82648E+11";fr;3130;
"	-2,82888E+11";fr;3147;
"	-2,83127E+11";fr;3148;test import prices ans stocks: option 1
"	-2,83367E+11";fr;3149;test import prices ans stocks: option 2
"	-2,83606E+11";fr;3150;test import prices ans stocks: option 3
"	-2,83846E+11";fr;3151;test import prices ans stocks: option 4
"	-2,84085E+11";fr;3152;test import prices ans stocks: option 5
"	-2,84325E+11";fr;3153;test import prices ans stocks: option 6
"	-2,84564E+11";fr;3154;test import prices ans stocks: option 7
"	-2,84804E+11";fr;3155;test import prices ans stocks: option 8
"	-2,85043E+11";fr;3156;
"	-2,85283E+11";fr;3173;
"	-2,85522E+11";fr;3174;test import prices ans stocks: option 1
"	-2,85762E+11";fr;3175;test import prices ans stocks: option 2
"	-2,86001E+11";fr;3176;test import prices ans stocks: option 3
"	-2,86241E+11";fr;3177;test import prices ans stocks: option 4
"	-2,8648E+11";fr;3178;test import prices ans stocks: option 5
"	-2,8672E+11";fr;3179;test import prices ans stocks: option 6
"	-2,86959E+11";fr;3180;test import prices ans stocks: option 7
"	-2,87199E+11";fr;3181;test import prices ans stocks: option 8
"	-2,87438E+11";fr;3182;
"	-2,87678E+11";fr;3199;
"	-2,87917E+11";fr;3200;test import prices ans stocks: option 1
"	-2,88157E+11";fr;3201;test import prices ans stocks: option 2
"	-2,88396E+11";fr;3202;test import prices ans stocks: option 3
"	-2,88636E+11";fr;3203;test import prices ans stocks: option 4
"	-2,88876E+11";fr;3204;test import prices ans stocks: option 5
"	-2,89115E+11";fr;3205;test import prices ans stocks: option 6
"	-2,89355E+11";fr;3206;test import prices ans stocks: option 7
"	-2,89594E+11";fr;3207;test import prices ans stocks: option 8
"	-2,89834E+11";fr;3208;
"	-2,90073E+11";fr;3225;
"	-2,90313E+11";fr;3226;test import prices ans stocks: option 1
"	-2,90552E+11";fr;3227;test import prices ans stocks: option 2
"	-2,90792E+11";fr;3228;test import prices ans stocks: option 3
"	-2,91031E+11";fr;3229;test import prices ans stocks: option 4
"	-2,91271E+11";fr;3230;test import prices ans stocks: option 5
"	-2,9151E+11";fr;3231;test import prices ans stocks: option 6
"	-2,9175E+11";fr;3232;test import prices ans stocks: option 7
"	-2,91989E+11";fr;3233;test import prices ans stocks: option 8
"	-2,92229E+11";fr;3234;
"	-2,92468E+11";fr;3251;
"	-2,92708E+11";fr;3252;test import prices ans stocks: option 1
"	-2,92947E+11";fr;3253;test import prices ans stocks: option 2
"	-2,93187E+11";fr;3254;test import prices ans stocks: option 3
"	-2,93426E+11";fr;3255;test import prices ans stocks: option 4
"	-2,93666E+11";fr;3256;test import prices ans stocks: option 5
"	-2,93905E+11";fr;3245;test import prices ans stocks: option 6
"	-2,94145E+11";fr;3246;test import prices ans stocks: option 7
"	-2,94384E+11";fr;3247;test import prices ans stocks: option 8
"	-2,94624E+11";fr;3248;
440220992;fr;100000;
3322637832;fr;100;
5826778734;fr;100;
483694071;fr;100000;
4060774306;fr;100;
9568741137;fr;100;
9452780272;fr;100;
8036498974;fr;100;
8010354663;fr;100;
6416984669;fr;100;
3897381629;fr;100;
2058618322;fr;100;
1477761068;fr;100;
2538874765;fr;100;
9439968793;fr;100;
6306284720;fr;100;
337200588;fr;100000;
1648943492;fr;100;
3278818769;fr;100;
6532629598;fr;100;
3463755035;fr;100;
1018328090;fr;100;
5874182807;fr;100;
8286043663;fr;100;
7647406148;fr;100;
6998443182;fr;100;
6691701651;fr;100;
6777766284;fr;100;
8293000147;fr;100;
6300778750;fr;100;
5352656831;fr;100;
7586318073;fr;100;
2601765153;fr;100;
3270417404;fr;100;
2848536288;fr;100;
3138639808;fr;100;
1862159972;fr;100;
6806219906;fr;100;
2355561243;fr;100;
973361715;fr;100000;
7925210877;fr;100;
8558844553;fr;100;
2692235146;fr;100;
300097085;fr;100000;
8809886527;fr;100;
5967629984;fr;100;
1846050087;fr;100;
3179966737;fr;100;
786621889;fr;100000;
8762265625;fr;100;
6155828129;fr;100;
416762057;fr;100000;
4841503357;fr;100;
2250415901;fr;100;
2856235485;fr;100;
3170483394;fr;100;
3700100092;fr;100;
2799727915;fr;100;
8934285190;fr;100;
3640725583;fr;100;
1243945443;fr;100;
3444860185;fr;100;
2867729847;fr;100;
2334806355;fr;100;
4904101432;fr;100;
1267358272;fr;100;
5024881215;fr;100;
88340021;fr;100000;
7325552057;fr;100;
9839060333;fr;100;
3040248306;fr;100;
4947539059;fr;100;
5709347330;fr;100;
2300579989;fr;100;
9559669079;fr;100;
1319702617;fr;100;
4930248485;fr;100;
174958297;fr;100000;
1069260278;fr;100;
7694643581;fr;100;
3308267277;fr;100;
4555334446;fr;100;
9065656305;fr;100;
8176648411;fr;100;
3985975672;fr;100;
7019440987;fr;100;
5452955298;fr;100;
1818350115;fr;100;
4198388428;fr;100;
5884029136;fr;100;
814183388;fr;100000;
9460297156;fr;100;
4831819210;fr;100;
342928874;fr;100000;
1586296035;fr;100;
479306757;fr;100000;
9359362626;fr;100;
2661228062;fr;100;
7635599935;fr;100;
8690125411;fr;100;
5265621899;fr;100;
2271762440;fr;100;
3804951495;fr;100;
4659376139;fr;100;
8073747957;fr;100;
755662010;fr;100000;
3387785456;fr;100;
4947833736;fr;100;
68651531;fr;100000;
1092515602;fr;100;
629103849;fr;100000;
4621112839;fr;100;
4448280672;fr;100;
7906866062;fr;100;
7292510893;fr;100;
6879766995;fr;100;
4106050358;fr;100;
849709856;fr;100000;
8520745107;fr;100;
1022305143;fr;100;
9472250322;fr;100;
6531353764;fr;100;
2124596135;fr;100;
1266319957;fr;100;
7522083028;fr;100;
8477390894;fr;100;
402046902;fr;100000;
8280292241;fr;100;
6217674659;fr;100;
4922969191;fr;100;
3819587638;fr;100;
6141062800;fr;100;
2771006523;fr;100;
5239262555;fr;100;
5858941626;fr;100;
5301941556;fr;100;
3587295061;fr;100;
7766346624;fr;100;
327468959;fr;100000;
5616457785;fr;100;
3407009980;fr;100;
4701861679;fr;100;
4898398093;fr;100;
7139375259;fr;100;
5087645107;fr;100;
5143598804;fr;100;
3242257470;fr;100;
4745905938;fr;100;
862331282;fr;100000;
2398740313;fr;100;
5175463390;fr;100;
9601626888;fr;100;
1723561476;fr;100;
8258577098;fr;100;
2357824284;fr;100;
7389303698;fr;100;
8631112349;fr;100;
8920690070;fr;100;
9955405706;fr;100;
4908687400;fr;100;
1896854217;fr;100;
4641166810;fr;100;
8219723428;fr;100;
8198248795;fr;100;
7820585935;fr;100;
200033490;fr;100000;
4727708266;fr;100;
4078510719;fr;100;
3465406129;fr;100;
599626732;fr;100000;
8545632040;fr;100;
1881356575;fr;100;
7918260084;fr;100;
2218992299;fr;100;
4085734021;fr;100;
5009939888;fr;100;
7347258440;fr;100;
5803256428;fr;100;
1526171260;fr;100;
2616088292;fr;100;
1073466169;fr;100;
6019482135;fr;100;
3820342265;fr;100;
6284875774;fr;100;
9501141361;fr;100;
5495858880;fr;100;
9148227677;fr;100;
8098978309;fr;100;
7697256707;fr;100;
6434073902;fr;100;
2216109065;fr;100;
8615360274;fr;100;
3234839565;fr;100;
8208846877;fr;100;
1243820021;fr;100;
2933109562;fr;100;
1338728868;fr;100;
8499908601;fr;100;
2695877362;fr;100;
7315953030;fr;100;
5388202223;fr;100;
5415531620;fr;100;
5653856695;fr;100;
4771712951;fr;100;
6428732418;fr;100;
1636002295;fr;100;
271955737;fr;100000;
9202519121;fr;100;
595666116;fr;100000;
772162672;fr;100000;
6217606895;fr;100;
4638984661;fr;100;
3875394800;fr;100;
7461340916;fr;100;
6888732107;fr;100;
5558094291;fr;100;
2705720939;fr;100;
4246674097;fr;100;
8272578795;fr;100;
2167542891;fr;100;
2071564977;fr;100;
475275583;fr;100000;
1316698175;fr;100;
9514548553;fr;100;
4792998251;fr;100;
2211335742;fr;100;
2560442746;fr;100;
8254471094;fr;100;
1760762912;fr;100;
8198448538;fr;100;
8143282120;fr;100;
1864497827;fr;100;
6751560911;fr;100;
2589029862;fr;100;
1155082901;fr;100;
8282049725;fr;100;
8793619617;fr;100;
1135460295;fr;100;
5294670317;fr;100;
274574955;fr;100000;
7906885007;fr;100;
7286871370;fr;100;
4230380391;fr;100;
4022482360;fr;100;
7545874896;fr;100;
8237183255;fr;100;
1847949446;fr;100;
160179095;fr;100000;
7916919743;fr;100;
7577597894;fr;100;
9201918048;fr;100;
7852316254;fr;100;
1237723788;fr;100;
2478694681;fr;100;
9849291658;fr;100;
5429727368;fr;100;
4769811021;fr;100;
8351621001;fr;100;
2735463841;fr;100;
5342463769;fr;100;
8660675583;fr;100;
4607686145;fr;100;
2265587616;fr;100;
1075526710;fr;100;
596134758;fr;100000;
9050274229;fr;100;
2897675877;fr;100;
4034446064;fr;100;
5137674917;fr;100;
1175798997;fr;100;
7625442563;fr;100;
8689896379;fr;100;
4627275334;fr;100;
2470827526;fr;100;
6950734755;fr;100;
6777046987;fr;100;
5796102512;fr;100;
306579262;fr;100000;
754930968;fr;100000;
1513236108;fr;100;
6337929455;fr;100;
9218244389;fr;100;
6101404233;fr;100;
7909617277;fr;100;
4216641610;fr;100;
8117703222;fr;100;
1826069343;fr;100;
9009764014;fr;100;
9602575889;fr;100;
4725384028;fr;100;
1429931962;fr;100;
9866478298;fr;100;
8293327980;fr;100;
2034264843;fr;100;
4576334323;fr;100;
5372376999;fr;100;
9457710309;fr;100;
5371692917;fr;100;
5875257731;fr;100;
3849349622;fr;100;
652698249;fr;100000;
8628231795;fr;100;
323135269;fr;100000;
2640121881;fr;100;
7812925302;fr;100;
1104907359;fr;100;
9688668268;fr;100;
7406205006;fr;100;
4426840679;fr;100;
5676312876;fr;100;
9128075541;fr;100;
601236219;fr;100000;
5705503884;fr;100;
356453984;fr;100000;
7595795752;fr;100;
9601154217;fr;100;
2015522601;fr;100;
6009685612;fr;100;
601950554;fr;100000;
5203588818;fr;100;
7359591153;fr;100;
6266710869;fr;100;
9005586383;fr;100;
5988441302;fr;100;
7254536999;fr;100;
8901524144;fr;100;
4669847848;fr;100;
817337890;fr;100000;
7789682853;fr;100;
2252186629;fr;100;
3248910631;fr;100;
8691279835;fr;100;
2265088544;fr;100;
4832076557;fr;100;
5755858538;fr;100;
4565980336;fr;100;
7612199177;fr;100;
4419989393;fr;100;
5514300341;fr;100;
1308178711;fr;100;
86114361;fr;100000;
524761314;fr;100000;
3617024833;fr;100;
9419882520;fr;100;
1164516366;fr;100;
5470372865;fr;100;
9247361791;fr;100;
2012652296;fr;100;
8418315606;fr;100;
5212194559;fr;100;
9397732974;fr;100;
8389482095;fr;100;
7488244786;fr;100;
488621315;fr;100000;
2208054031;fr;100;
3528520581;fr;100;
8541684404;fr;100;
2153599717;fr;100;
2901599259;fr;100;
8172931018;fr;100;
4234904401;fr;100;
9096405688;fr;100;
5286625755;fr;100;
5360950498;fr;100;
7200994468;fr;100;
1350300068;fr;100;
4717319830;fr;100;
2365493710;fr;100;
1323724059;fr;100;
6586301503;fr;100;
2508093592;fr;100;
1188233840;fr;100;
6718459476;fr;100;
2401081044;fr;100;
3432818251;fr;100;
5104372230;fr;100;
4179108886;fr;100;
2033616209;fr;100;
1119911315;fr;100;
3453084304;fr;100;
1514580784;fr;100;
8404481836;fr;100;
1957161445;fr;100;
5584306571;fr;100;
7928366528;fr;100;
4051849070;fr;100;
3491586783;fr;100;
1371584640;fr;100;
5386826472;fr;100;
9549353266;fr;100;
4122271529;fr;100;
4104196484;fr;100;
263150212;fr;100000;
6419619805;fr;100;
7551039323;fr;100;
129459490;fr;100000;
1785489638;fr;100;
5890647410;fr;100;
7144062441;fr;100;
3022880781;fr;100;
4498452984;fr;100;
1071710553;fr;100;
9281064727;fr;100;
621067123;fr;100000;
8146940315;fr;100;
9714901403;fr;100;
2258095575;fr;100;
7934625532;fr;100;
6483280187;fr;100;
7461528829;fr;100;
8575907588;fr;100;
7708690157;fr;100;
9374115675;fr;100;
8713623702;fr;100;
1820192169;fr;100;
4502796150;fr;100;
1387231997;fr;100;
8355578184;fr;100;
6242019803;fr;100;
3262249314;fr;100;
2129492297;fr;100;
853377159;fr;100000;
7839018878;fr;100;
163305156;fr;100000;
335696534;fr;100000;
3009688177;fr;100;
3175238187;fr;100;
695496369;fr;100000;
4514503579;fr;100;
1590231305;fr;100;
1488221271;fr;100;
626409263;fr;100000;
1410835752;fr;100;
7392425079;fr;100;
2511200559;fr;100;
9866593278;fr;100;
8854217592;fr;100;
5569089814;fr;100;
4358300864;fr;100;
5817490272;fr;100;
3044104924;fr;100;
7006266749;fr;100;
1397265829;fr;100;
3264066635;fr;100;
8736550087;fr;100;
9798384725;fr;100;
9454690343;fr;100;
3632696425;fr;100;
5045786326;fr;100;
1615821972;fr;100;
6520168278;fr;100;
2492174290;fr;100;
7635572829;fr;100;
8007294196;fr;100;
8365211807;fr;100;
1379932194;fr;100;
5931329789;fr;100;
9696236797;fr;100;
3161402964;fr;100;
3995996959;fr;100;
1643845456;fr;100;
3256236974;fr;100;
7785455862;fr;100;
5751090979;fr;100;
1589663060;fr;100;
6766483561;fr;100;
1811698340;fr;100;
4943076555;fr;100;
8532789326;fr;100;
7310630398;fr;100;
9259089812;fr;100;
2212565739;fr;100;
4240239690;fr;100;
803103377;fr;100000;
282698362;fr;100000;
8900456323;fr;100;
4867590939;fr;100;
3963009268;fr;100;
8785517835;fr;100;
8594836612;fr;100;
5173089537;fr;100;
9518151213;fr;100;
6209696162;fr;100;
9597793311;fr;100;
8565680318;fr;100;
4428165643;fr;100;
8207080809;fr;100;
8510622595;fr;100;
2589932848;fr;100;
5303239273;fr;100;
825835869;fr;100000;
1467852116;fr;100;
2407373606;fr;100;
5262695083;fr;100;
1986759601;fr;100;
5531108335;fr;100;
2629385636;fr;100;
2951760160;fr;100;
6156367237;fr;100;
1915513109;fr;100;
3096653111;fr;100;
4276364711;fr;100;
2670215028;fr;100;
5184385452;fr;100;
1930261455;fr;100;
446551817;fr;100000;
1595199546;fr;100;
8009888156;fr;100;
1018066875;fr;100;
7330730860;fr;100;
6142808247;fr;100;
2521668580;fr;100;
7452973635;fr;100;
7223910958;fr;100;
2637692749;fr;100;
3278476543;fr;100;
8214714835;fr;100;
34983927;fr;100000;
7663569609;fr;100;
1415709334;fr;100;
4246621231;fr;100;
1930598695;fr;100;
351084231;fr;100000;
2602303550;fr;100;
5073140552;fr;100;
5786899318;fr;100;
4232920164;fr;100;
428269854;fr;100000;
787955452;fr;100000;
4541535004;fr;100;
7950984306;fr;100;
9975505107;fr;100;
5390359554;fr;100;
4610329265;fr;100;
9665855916;fr;100;
5613769218;fr;100;
1949622756;fr;100;
9717395288;fr;100;
7232525266;fr;100;
711900366;fr;100000;
9045716133;fr;100;
7531822582;fr;100;
7025196707;fr;100;
3774852441;fr;100;
6852506493;fr;100;
9433533758;fr;100;
1811900284;fr;100;
8328687422;fr;100;
3062915520;fr;100;
558812693;fr;100000;
3456168067;fr;100;
9742863740;fr;100;
8114154125;fr;100;
7001419287;fr;100;
9562566477;fr;100;
6436801213;fr;100;
5933336597;fr;100;
921556605;fr;100000;
5644457202;fr;100;
1508243179;fr;100;
633552706;fr;100000;
6926136590;fr;100;
6834090064;fr;100;
1298450935;fr;100;
7885342835;fr;100;
867726623;fr;100000;
6657285140;fr;100;
6600514908;fr;100;
9388885547;fr;100;
4048037538;fr;100;
7318094365;fr;100;
9169588836;fr;100;
4640504518;fr;100;
2965783043;fr;100;
2943293579;fr;100;
5895886864;fr;100;
5933066823;fr;100;
740761665;fr;100000;
6453488579;fr;100;
9331925031;fr;100;
4744038785;fr;100;
3092440603;fr;100;
8881160778;fr;100;
2745752397;fr;100;
2593598471;fr;100;
8610124762;fr;100;
1279276042;fr;100;
4565457789;fr;100;
5630375135;fr;100;
8169032278;fr;100;
7370029718;fr;100;
1639276023;fr;100;
811510194;fr;100000;
370024291;fr;100000;
9613766466;fr;100;
9251333909;fr;100;
6672515755;fr;100;
8358144940;fr;100;
4715553236;fr;100;
8127532054;fr;100;
2095419228;fr;100;
9425087915;fr;100;
7330260408;fr;100;
8781635802;fr;100;
6602768656;fr;100;
1889867119;fr;100;
2681664330;fr;100;
1702357865;fr;100;
3624107610;fr;100;
9020213741;fr;100;
4619678650;fr;100;
7036788699;fr;100;
8315731078;fr;100;
5198020319;fr;100;
4090000776;fr;100;
7319586792;fr;100;
8197572094;fr;100;
9328061074;fr;100;
5527260328;fr;100;
7502017752;fr;100;
9166458725;fr;100;
4846632620;fr;100;
4792306710;fr;100;
8387923959;fr;100;
7359265836;fr;100;
5291425683;fr;100;
3009650983;fr;100;
6788895490;fr;100;
2467216143;fr;100;
8287417035;fr;100;
3438985486;fr;100;
7992154411;fr;100;
4042166258;fr;100;
8284997823;fr;100;
3944583754;fr;100;
4192862360;fr;100;
10227936;fr;100000;
5456976839;fr;100;
1470046504;fr;100;
3003882122;fr;100;
1351630571;fr;100;
1965744169;fr;100;
3604913178;fr;100;
3848003529;fr;100;
933144383;fr;100000;
5142029013;fr;100;
5525265748;fr;100;
2831275514;fr;100;
8864891213;fr;100;
97482633;fr;100000;
6498724740;fr;100;
7062062392;fr;100;
3469353144;fr;100;
4384610611;fr;100;
1606863490;fr;100;
8562856221;fr;100;
6659675857;fr;100;
5859176477;fr;100;
3977429368;fr;100;
6562117217;fr;100;
2430227636;fr;100;
285388264;fr;100000;
2564094397;fr;100;
3285658266;fr;100;
1634435147;fr;100;
5257897934;fr;100;
9302669318;fr;100;
6384167158;fr;100;
5212116868;fr;100;
5362947924;fr;100;
6223544225;fr;100;
8849358395;fr;100;
67205344;fr;100000;
944614021;fr;100000;
9174551027;fr;100;
3815300502;fr;100;
